design,n,spearman,mae,rel_mae
ibex_like,91,0.3316292403248925,53.1179916136548,0.2280338377479113
aes_like,67,0.49664777715699576,35.56218721158468,0.2362391358477053
jpeg_like,68,0.7028285681566592,85.0369511490636,0.19368440178259894
